EMPLOYER,title,salary,location,submit_date,start_date,status
THELADDERSCOM INC,DATA SCIENTIST,100000,"NEW YORK, NY",2/23/2015,7/26/2015,CERTIFIED
VISIBLE WORLD,DATA SCIENTIST,100000,"NEW YORK, NY",2/23/2015,8/22/2015,CERTIFIED
4INFO INC,DATA SCIENTIST,100000,"SAN MATEO, CA",2/23/2015,8/22/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,105000,"REDMOND, WA",2/23/2015,8/19/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,105000,"REDMOND, WA",2/23/2015,8/20/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,107000,"REDMOND, WA",2/23/2015,8/13/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,110000,"REDMOND, WA",2/23/2015,8/20/2015,CERTIFIED
SLICE TECHNOLOGIES INC,DATA SCIENTIST,125000,"PALO ALTO, CA",2/23/2015,3/2/2015,CERTIFIED
ZOCDOC INC,DATA SCIENTIST,130000,"NEW YORK, NY",2/23/2015,8/25/2015,CERTIFIED
QUID INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",2/23/2015,8/22/2015,CERTIFIED
WAL-MART ASSOCIATES INC,DATA SCIENTIST,130000,"SUNNYVALE, CA",2/23/2015,8/24/2015,CERTIFIED
VIVINT,DATA SCIENTIST,105000,"LEHI, UT",2/21/2015,8/23/2015,CERTIFIED
CLOUDWICK TECHNOLOGIES INC,DATA SCIENTIST,88254,"SAN JOSE, CA",2/20/2015,8/18/2015,WITHDRAWN
CLOUDWICK TECHNOLOGIES INC,DATA SCIENTIST,88254,"SAN JOSE, CA",2/20/2015,8/18/2015,CERTIFIED
CLOUDWICK TECHNOLOGIES INC,DATA SCIENTIST,88254,"SAN JOSE, CA",2/20/2015,8/18/2015,WITHDRAWN
MICROSOFT CORPORATION,DATA SCIENTIST,128000,"CAMBRIDGE, MA",2/20/2015,8/17/2015,CERTIFIED
WAL-MART ASSOCIATES INC,DATA SCIENTIST,140000,"SAN BRUNO, CA",2/20/2015,8/20/2015,CERTIFIED
LINKEDIN CORPORATION,DATA SCIENTIST,93000,"MOUNTAIN VIEW, CA",2/19/2015,3/2/2015,CERTIFIED
SKYHIGH NETWORKS INC,DATA SCIENTIST,93974,"CAMPBELL, CA",2/19/2015,8/20/2015,CERTIFIED
MY LIFE REGISTRY LLC,DATA SCIENTIST,47960,"FORT LEE, NJ",2/18/2015,8/20/2015,CERTIFIED
MY LIFE REGISTRY LLC,DATA SCIENTIST,47960,"FORT LEE, NJ",2/18/2015,8/20/2015,CERTIFIED
CUBIST SYSTEMATIC STRATEGIES LLC,DATA SCIENTIST,63107,"NEW YORK, NY",2/18/2015,8/16/2015,WITHDRAWN
POINT72 ASSET MANAGEMENT LP,DATA SCIENTIST,63107,"NEW YORK, NY",2/18/2015,8/16/2015,CERTIFIED
POINT72 ASSET MANAGEMENT LP,DATA SCIENTIST,63107,"NEW YORK, NY",2/18/2015,8/16/2015,CERTIFIED
OFFERPOP CORPORATION,DATA SCIENTIST,80000,"NEW YORK, NY",2/18/2015,8/20/2015,CERTIFIED
ZILLOW INC,DATA SCIENTIST,95000,"NEW YORK, NY",2/18/2015,8/17/2015,CERTIFIED
PETAMETRICS INC,DATA SCIENTIST,100000,"SAN FRANCISCO, CA",2/18/2015,8/20/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,105000,"REDMOND, WA",2/18/2015,8/6/2015,CERTIFIED
ZILLOW INC,DATA SCIENTIST,110780,"SEATTLE, WA",2/18/2015,8/17/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,112500,"BELLEVUE, WA",2/18/2015,8/9/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,105000,"CAMBRIDGE, MA",2/16/2015,8/10/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,105000,"REDMOND, WA",2/16/2015,8/11/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,105000,"REDMOND, WA",2/16/2015,8/11/2015,CERTIFIED
GROUPON INC,DATA SCIENTIST,110000,"PALO ALTO, CA",2/16/2015,8/13/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,123000,"REDMOND, WA",2/16/2015,8/11/2015,CERTIFIED
GAMELOFT INC,DATA SCIENTIST,70000,"NEW YORK, NY",2/13/2015,8/12/2015,CERTIFIED
RETAIL EQUATION INC,DATA SCIENTIST,75000,"IRVINE, CA",2/13/2015,8/12/2015,CERTIFIED
GROUPON INC,DATA SCIENTIST,80000,"CHICAGO, IL",2/13/2015,8/10/2015,CERTIFIED
POWER ADVOCATE INC,DATA SCIENTIST,95000,"BOSTON, MA",2/13/2015,8/12/2015,CERTIFIED
STITCH FIX INC,DATA SCIENTIST,119205,"SAN FRANCISCO, CA",2/13/2015,8/15/2015,CERTIFIED
AOL INC,DATA SCIENTIST,70096,"DULLES, VA",2/12/2015,8/9/2015,CERTIFIED
CAREERBUILDER LLC,DATA SCIENTIST,80000,"NORCROSS, GA",2/12/2015,8/12/2015,CERTIFIED
AIRBNB INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",2/12/2015,8/1/2015,CERTIFIED
AIRBNB INC,DATA SCIENTIST,135000,"SAN FRANCISCO, CA",2/12/2015,8/1/2015,CERTIFIED
WAL-MART ASSOCIATES INC,DATA SCIENTIST,140000,"SUNNYVALE, CA",2/12/2015,8/12/2015,CERTIFIED
AIRBNB INC,DATA SCIENTIST,1350001,"SAN FRANCISCO, CA",2/12/2015,8/1/2015,WITHDRAWN
TIVO INC,DATA SCIENTIST,72000,"SAN JOSE, CA",2/11/2015,2/18/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,105000,"CAMBRIDGE, MA",2/11/2015,7/28/2015,CERTIFIED
APPLOVIN CORPORATION,DATA SCIENTIST,108597,"PALO ALTO, CA",2/11/2015,8/6/2015,CERTIFIED
WAL-MART ASSOCIATES INC,DATA SCIENTIST,115000,"SUNNYVALE, CA",2/11/2015,8/11/2015,CERTIFIED
MCGRAW-HILL GLOBAL EDUCATION LLC,DATA SCIENTIST,120000,"BOSTON, MA",2/11/2015,8/8/2015,CERTIFIED
CREDIT KARMA INC,DATA SCIENTIST,72000,"SAN FRANCISCO, CA",2/10/2015,8/10/2015,CERTIFIED
CREDIT KARMA INC,DATA SCIENTIST,72000,"SAN FRANCISCO, CA",2/10/2015,8/10/2015,CERTIFIED
RADIUMONE INC,DATA SCIENTIST,80000,"SAN FRANCISCO, CA",2/10/2015,8/10/2015,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,92000,"MENLO PARK, CA",2/10/2015,8/6/2015,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,92000,"MENLO PARK, CA",2/10/2015,8/6/2015,CERTIFIED
RELAYRIDES INC,DATA SCIENTIST,95000,"SAN FRANCISCO, CA",2/10/2015,8/10/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,100000,"BURLINGTON, MA",2/10/2015,8/6/2015,CERTIFIED
APPLOVIN CORPORATION,DATA SCIENTIST,108597,"PALO ALTO, CA",2/10/2015,8/6/2015,WITHDRAWN
FACEBOOK INC,DATA SCIENTIST,117453,"MENLO PARK, CA",2/10/2015,8/7/2015,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,117453,"MENLO PARK, CA",2/10/2015,8/7/2015,CERTIFIED
PUBLIC ENGINES INC,DATA SCIENTIST,96160,"DRAPER, UT",2/9/2015,2/9/2015,CERTIFIED
EXPEDIA INC,DATA SCIENTIST,95000,"BELLEVUE, WA",2/9/2015,8/7/2015,CERTIFIED
LHP SOFTWARE LLC,DATA SCIENTIST,62000,"COLUMBUS, IN",2/7/2015,8/6/2015,CERTIFIED
EARTH NETWORKS INC,DATA SCIENTIST,74290,"GERMANTOWN, MD",2/6/2015,7/15/2015,CERTIFIED
MCGRAW-HILL GLOBAL EDUCATION LLC,DATA SCIENTIST,115000,"BOSTON, MA",2/6/2015,8/5/2015,CERTIFIED
METAMIND INC,DATA SCIENTIST,120000,"PALO ALTO, CA",2/6/2015,3/2/2015,CERTIFIED
EMAILAGE CORP,DATA SCIENTIST,120000,"CHANDLER, AZ",2/5/2015,2/16/2015,CERTIFIED
EMAILAGE LLC,DATA SCIENTIST,120000,"CHANDLER, AZ",2/5/2015,2/16/2015,WITHDRAWN
DATAMINR INC,DATA SCIENTIST,145000,"NEW YORK, NY",2/5/2015,3/9/2015,CERTIFIED
AMERICAN SAVINGS BANK FSB,DATA SCIENTIST,75000,"HONOLULU, HI",2/4/2015,8/4/2015,CERTIFIED
ZULILY INC,DATA SCIENTIST,102000,"SEATTLE, WA",2/4/2015,8/6/2015,CERTIFIED
ACT-ON SOFTWARE,DATA SCIENTIST,110000,"BEAVERTON, OR",2/4/2015,8/6/2015,CERTIFIED
FIREEYE INC,DATA SCIENTIST,84094,"MILPITAS, CA",2/3/2015,7/16/2015,CERTIFIED
ZULILY INC,DATA SCIENTIST,115000,"SEATTLE, WA",2/3/2015,8/5/2015,CERTIFIED
APPNEXUS INC,DATA SCIENTIST,118000,"NEW YORK, NY",2/3/2015,8/5/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,106590,"CAMBRIDGE, MA",2/2/2015,7/30/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,148000,"SUNNYVALE, CA",2/2/2015,7/29/2015,CERTIFIED
PUBLIC ENGINES INC,DATA SCIENTIST,98500,"DRAPER, UT",1/31/2015,2/6/2015,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,125000,"MENLO PARK, CA",1/30/2015,7/29/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,102500,"REDMOND, WA",1/28/2015,7/26/2015,CERTIFIED
DATANYZE,DATA SCIENTIST,105000,"SAN MATEO, CA",1/28/2015,2/1/2015,CERTIFIED
INDEED INC,DATA SCIENTIST,120000,"AUSTIN, TX",1/28/2015,2/2/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,120000,"BELLEVUE, WA",1/28/2015,7/28/2015,CERTIFIED
KPMG LLP,DATA SCIENTIST,95000,"CHICAGO, IL",1/27/2015,7/16/2015,CERTIFIED
KINNSER SOFTWARE INC,DATA SCIENTIST,120000,"AUSTIN, TX",1/26/2015,2/23/2015,CERTIFIED
GUIDEWIRE SOFTWARE INC,DATA SCIENTIST,125000,"FOSTER CITY, CA",1/26/2015,1/26/2015,CERTIFIED
THOUGHTWORKS INC,DATA SCIENTIST,76606,"CHICAGO, IL",1/22/2015,1/22/2015,CERTIFIED
GROUPON INC,DATA SCIENTIST,134000,"PALO ALTO, CA",1/22/2015,2/2/2015,CERTIFIED
GEMOLOGICAL INSTITUTE OF AMERICA (GIA),DATA SCIENTIST,97000,"NEW YORK, NY",1/21/2015,2/9/2015,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,105000,"NEW YORK, NY",1/21/2015,7/16/2015,CERTIFIED
YIELDMO INC,DATA SCIENTIST,120000,"NEW YORK, NY",1/21/2015,7/20/2015,CERTIFIED
METROMILE INC,DATA SCIENTIST,150000,"SAN FRANCISCO, CA",1/20/2015,2/2/2015,CERTIFIED
OPEX ANALYTICS LLC,DATA SCIENTIST,80000,"EVANSTOWN, IL",1/19/2015,1/20/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,110000,"REDMOND, WA",1/19/2015,7/16/2015,CERTIFIED
EARTH NETWORKS INC,DATA SCIENTIST,74290,"GERMANTOWN, MD",1/14/2015,7/15/2015,CERTIFIED
CIVITAS LEARNING INC,DATA SCIENTIST,120000,"AUSTIN, TX",1/14/2015,3/2/2015,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,120200,"BELLEVUE, WA",1/9/2015,7/7/2015,CERTIFIED
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",1/9/2015,7/3/2015,CERTIFIED
TWITTER INC,DATA SCIENTIST,130000,"SAN FRANCISCO, CA",1/9/2015,7/3/2015,CERTIFIED
THREATMETRIX INC,DATA SCIENTIST,5769,"SAN JOSE, CA",1/6/2015,1/26/2015,CERTIFIED
PLAYDOTS INC,DATA SCIENTIST,100000,"NEW YORK, NY",1/6/2015,1/13/2015,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,148000,"MENLO PARK, CA",12/31/2014,2/9/2015,CERTIFIED
PAYPAL INC,DATA SCIENTIST,115000,"SAN JOSE, CA",12/23/2014,6/9/2015,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,115058,"MENLO PARK, CA",12/23/2014,1/1/2015,CERTIFIED
SQUARE INC,DATA SCIENTIST,100880,"SAN FRANCISCO, CA",12/19/2014,1/5/2015,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,112000,"SEATTLE, WA",12/17/2014,1/26/2015,CERTIFIED
CHEGG INC,DATA SCIENTIST,120000,"SANTA CLARA, CA",12/17/2014,6/12/2015,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,135000,"MENLO PARK, CA",12/17/2014,12/29/2014,CERTIFIED
THE EXTRAORDINARIES INC,DATA SCIENTIST,110004,"SAN FRANCISCO, CA",12/16/2014,1/7/2015,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,138000,"MENLO PARK, CA",12/16/2014,12/29/2014,CERTIFIED
EVANTAGE SOLUTIONS INC,DATA SCIENTIST,73923,"BELLEVUE, WA",12/15/2014,12/15/2014,CERTIFIED
SHUTTERSTOCK INC,DATA SCIENTIST,91374,"NEW YORK, NY",12/15/2014,12/29/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,102300,"REDMOND, WA",12/15/2014,6/8/2015,CERTIFIED
AXIAL NETWORKS INC (FORMERLY AXIAL MARKET),DATA SCIENTIST,115000,"NEW YORK, NY",12/15/2014,12/17/2014,CERTIFIED
THE MATLEN SILVER GROUP INC,DATA SCIENTIST,170000,"CHARLOTTE, NC",12/12/2014,1/5/2015,CERTIFIED
ENLITIC INC,DATA SCIENTIST,90000,"SAN FRANCISCO, CA",12/11/2014,12/22/2014,CERTIFIED
FPT USA CORPORATION,DATA SCIENTIST,105000,"EL SEGUNDO, CA",12/10/2014,1/15/2015,CERTIFIED
BLUE JEANS NETWORK INC,DATA SCIENTIST,107000,"MOUNTAIN VIEW, CA",12/10/2014,12/18/2014,CERTIFIED
KABBAGE INC,DATA SCIENTIST,120000,"SAN FRANCISCO, CA",12/9/2014,2/2/2015,CERTIFIED
ESURANCE INSURANCE SERVICES INC,DATA SCIENTIST,90000,"SAN FRANCISCO, CA",12/3/2014,12/10/2014,CERTIFIED
SAMSUNG SDS AMERICA INC,DATA SCIENTIST,120000,"SAN JOSE, CA",12/3/2014,12/14/2014,CERTIFIED
PORCHCOM INC,DATA SCIENTIST,95000,"SEATTLE, WA",12/1/2014,12/8/2014,CERTIFIED
POINT72 ASSET MANAGEMENT LP,DATA SCIENTIST,150000,"NEW YORK, NY",11/21/2014,12/1/2014,CERTIFIED
KABBAGE INC,DATA SCIENTIST,120000,"SAN FRANCISCO, CA",11/20/2014,12/1/2014,CERTIFIED
AYASDI INC,DATA SCIENTIST,155000,"MENLO PARK, CA",11/20/2014,12/8/2014,CERTIFIED
POINT72 ASSET MANAGEMENT LP,DATA SCIENTIST,130000,"NEW YORK, NY",11/18/2014,11/27/2014,CERTIFIED
UDACITY INC,DATA SCIENTIST,130000,"MOUNTAIN VIEW, CA",11/14/2014,12/15/2014,CERTIFIED
BANJO INC,DATA SCIENTIST,130000,"REDWOOD CITY, CA",11/13/2014,11/24/2014,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,170000,"MENLO PARK, CA",11/12/2014,12/1/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,103000,"REDMOND, WA",11/11/2014,11/24/2014,CERTIFIED
VIPSHOP US,DATA SCIENTIST,150000,"SAN JOSE, CA",11/10/2014,11/11/2014,CERTIFIED
VIRTUAL POWER SYSTEMS,DATA SCIENTIST,90000,"SANTA CLARA, CA",11/7/2014,11/30/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,121900,"SAN FRANCISCO, CA",11/7/2014,1/1/2015,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,140000,"NEW YORK, NY",11/7/2014,11/17/2014,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,135000,"MENLO PARK, CA",11/6/2014,12/1/2014,CERTIFIED
WP COMPANY LLC,DATA SCIENTIST,127500,"WASHINGTON, DC",11/5/2014,12/1/2014,CERTIFIED
VIPSHOP US,DATA SCIENTIST,150000,"SAN JOSE, CA",11/5/2014,11/11/2014,DENIED
GUIDEWIRE SOFTWARE INC,DATA SCIENTIST,136573,"FOSTER CITY, CA",11/4/2014,1/5/2015,CERTIFIED
CANVAS FRG LLC,DATA SCIENTIST,150000,"NEW YORK, NY",10/31/2014,11/10/2014,CERTIFIED
GUIDEWIRE SOFTWARE INC,DATA SCIENTIST,136573,"FOSTER CITY, CA",10/29/2014,10/29/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,138900,"CAMBRIDGE, MA",10/28/2014,10/28/2014,CERTIFIED
APPNEXUS INC,DATA SCIENTIST,110000,"NEW YORK, NY",10/24/2014,11/3/2014,CERTIFIED
C1X INC,DATA SCIENTIST,110000,"SAN JOSE, CA",10/23/2014,11/11/2014,CERTIFIED
MOODY'S ANALYTICS,DATA SCIENTIST,87630,"SAN FRANCISCO, CA",10/21/2014,11/10/2014,CERTIFIED
GROUPON INC,DATA SCIENTIST,105000,"NEW YORK, NY",10/21/2014,11/3/2014,CERTIFIED
FINO CONSULTING LLC,DATA SCIENTIST,82000,"NEW YORK, NY",10/16/2014,10/20/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,118378,"REDMOND, WA",10/16/2014,10/27/2014,CERTIFIED
STITCH FIX INC,DATA SCIENTIST,150000,"SAN FRANCISCO, CA",10/16/2014,10/27/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,122800,"SAN FRANCISCO, CA",10/15/2014,10/27/2014,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,130000,"MENLO PARK, CA",10/15/2014,11/17/2014,CERTIFIED
BED BATH AND BEYOND INC,DATA SCIENTIST,175000,"UNION, NJ",10/14/2014,10/20/2014,CERTIFIED
QUANTIPLY CORPORATION,DATA SCIENTIST,140000,"PALO ALTO, CA",10/10/2014,10/15/2014,CERTIFIED
PIONEER HI-BRED INTERNATIONAL INC,DATA SCIENTIST,90870,"JOHNSTON, IA",10/9/2014,10/20/2014,CERTIFIED
AYASDI INC,DATA SCIENTIST,130000,"MENLO PARK, CA",10/9/2014,10/20/2014,CERTIFIED
HOTWIRE INC,DATA SCIENTIST,74755,"BELLEVUE, WA",10/8/2014,10/20/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,108383,"REDMOND, WA",10/8/2014,10/27/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,118427,"BELLEVUE, WA",10/8/2014,10/8/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,118625,"REDMOND, WA",10/8/2014,10/8/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,120500,"REDMOND, WA",10/8/2014,10/27/2014,CERTIFIED
LOGICNOW INC,DATA SCIENTIST,100000,"CAMBRIDGE, MA",10/7/2014,10/10/2014,CERTIFIED
INTENT MEDIA INC,DATA SCIENTIST,163000,"NEW YORK, NY",10/7/2014,12/15/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,130000,"BELLEVUE, WA",10/6/2014,10/6/2014,CERTIFIED
QUANTIPLY CORPORATION,DATA SCIENTIST,140000,"SAN JOSE, CA",9/30/2014,10/1/2014,CERTIFIED
THOUGHTWORKS INC,DATA SCIENTIST,71718,"CHICAGO, IL",9/29/2014,9/29/2014,CERTIFIED
WAL-MART ASSOCIATES INC,DATA SCIENTIST,140000,"SUNNYVALE, CA",9/29/2014,10/13/2014,CERTIFIED
AIRBNB INC,DATA SCIENTIST,160000,"SAN FRANCISCO, CA",9/26/2014,10/13/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,105000,"CAMBRIDGE, MA",9/25/2014,9/30/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,105000,"CAMBRIDGE, MA",9/25/2014,9/30/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,114950,"CAMBRIDGE, MA",9/25/2014,9/30/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,115752,"CAMBRIDGE, MA",9/25/2014,9/30/2014,CERTIFIED
PORCHCOM INC,DATA SCIENTIST,115000,"SEATTLE, WA",9/24/2014,11/1/2014,CERTIFIED
THOUGHTWORKS INC,DATA SCIENTIST,71718,"CHICAGO, IL",9/23/2014,9/23/2014,DENIED
INTUIT INC,DATA SCIENTIST,175000,"MOUNTAIN VIEW, CA",9/19/2014,9/29/2014,CERTIFIED
DISNEY ONLINE,DATA SCIENTIST,103000,"PALO ALTO, CA",9/18/2014,1/1/2015,CERTIFIED
SIMPLY HIRED INC,DATA SCIENTIST,110000,"SUNNYVALE, CA",9/15/2014,9/22/2014,CERTIFIED
AGILONE INC,DATA SCIENTIST,110000,"MOUNTAIN VIEW, CA",9/15/2014,10/1/2014,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,170000,"MENLO PARK, CA",9/12/2014,10/20/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,131807,"REDMOND, WA",9/9/2014,9/22/2014,CERTIFIED
INTUIT INC,DATA SCIENTIST,120000,"MOUNTAIN VIEW, CA",9/5/2014,10/1/2014,CERTIFIED
SCHOLASTIC INC,DATA SCIENTIST,89565,"NEW YORK, NY",9/4/2014,10/1/2014,WITHDRAWN
SCHOLASTIC INC,DATA SCIENTIST,89565,"NEW YORK, NY",9/4/2014,10/1/2014,CERTIFIED
IMVU INC,DATA SCIENTIST,90000,"MOUNTAIN VIEW, CA",9/4/2014,12/14/2014,CERTIFIED
MACHINE ZONE INC,DATA SCIENTIST,133099,"PALO ALTO, CA",9/4/2014,9/4/2014,CERTIFIED
WAL-MART ASSOCIATES INC,DATA SCIENTIST,140000,"MOUNTAIN VIEW, CA",8/29/2014,10/1/2014,CERTIFIED
INTEGRAL AD SCIENCE INC,DATA SCIENTIST,105000,"NEW YORK CITY, NY",8/28/2014,9/2/2014,CERTIFIED
INTUIT INC,DATA SCIENTIST,126000,"MOUNTAIN VIEW, CA",8/27/2014,10/1/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,100000,"REDMOND, WA",8/22/2014,10/1/2014,CERTIFIED
LOGBASE INC,DATA SCIENTIST,100500,"SUNNYVALE, CA",8/21/2014,9/12/2014,CERTIFIED
DROPBOX INC,DATA SCIENTIST,135000,"SAN FRANCISCO, CA",8/19/2014,2/15/2015,CERTIFIED
APPLE INC,DATA SCIENTIST,173000,"CUPERTINO, CA",8/15/2014,8/22/2014,CERTIFIED
MICROSOFT CORPORATION,DATA SCIENTIST,124769,"BELLEVUE, WA",8/14/2014,1/25/2015,CERTIFIED
KPMG LLP,DATA SCIENTIST,110000,"DALLAS, TX",8/12/2014,8/20/2014,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,125000,"MENLO PARK, CA",8/12/2014,9/15/2014,CERTIFIED
CAESARS ENTERTAINMENT OPERATING COMPANY INC,DATA SCIENTIST,81245,"LAS VEGAS, NV",8/11/2014,8/21/2014,CERTIFIED
AIRBNB INC,DATA SCIENTIST,100000,"SAN FRANCISCO, CA",8/6/2014,10/1/2014,CERTIFIED
GROUPON INC,DATA SCIENTIST,125000,"PALO ALTO, CA",8/6/2014,12/6/2014,CERTIFIED
TRUVERIS INC,DATA SCIENTIST,76336,"NEW YORK, NY",8/5/2014,10/1/2014,CERTIFIED
TIDEMARK SYSTEMS INC,DATA SCIENTIST,115000,"REDWOOD CITY, CA",8/5/2014,8/12/2014,CERTIFIED
XAD INC,DATA SCIENTIST,145000,"MOUNTAIN VIEW, CA",8/5/2014,8/15/2014,CERTIFIED
MOBILE SPINACH INC,DATA SCIENTIST,120000,"SAN MATEO, CA",7/28/2014,8/1/2014,CERTIFIED
ENERNOC INC,DATA SCIENTIST,155000,"BOSTON, MA",7/21/2014,8/19/2014,CERTIFIED
KIIP INC,DATA SCIENTIST,103000,"SAN FRANCISCO, CA",7/18/2014,7/19/2014,CERTIFIED
REVIONICS INC,DATA SCIENTIST,100000,"AUSTIN, TX",7/15/2014,7/15/2014,CERTIFIED
REVIONICS INC,DATA SCIENTIST,100000,"AUSTIN, TX",7/8/2014,7/14/2014,DENIED
FACEBOOK INC,DATA SCIENTIST,145000,"MENLO PARK, CA",7/7/2014,8/1/2014,CERTIFIED
APPLE INC,DATA SCIENTIST,117187,"CUPERTINO, CA",7/3/2014,7/10/2014,CERTIFIED
CHAR SOFTWARE INC (DBA LOCALYTICS),DATA SCIENTIST,95000,"BOSTON, MA",7/1/2014,7/21/2014,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,110000,"MENLO PARK, CA",7/1/2014,10/1/2014,CERTIFIED
AIRBNB INC,DATA SCIENTIST,150000,"SAN FRANCISCO, CA",7/1/2014,10/1/2014,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,135000,"NEW YORK, NY",6/30/2014,7/23/2014,CERTIFIED
SIGNPOST INC,DATA SCIENTIST,115000,"NEW YORK, NY",6/27/2014,6/27/2014,CERTIFIED
AIG PC GLOBAL SERVICES INC,DATA SCIENTIST,125000,"NEW YORK, NY",6/26/2014,7/7/2014,CERTIFIED
AIG PC GLOBAL SERVICES INC,DATA SCIENTIST,145000,"BOSTON, MA",6/26/2014,7/7/2014,CERTIFIED
AIRBNB INC,DATA SCIENTIST,150000,"SAN FRANCISCO, CA",6/26/2014,10/1/2014,CERTIFIED
AIRBNB INC,DATA SCIENTIST,150000,"SAN FRANCISCO, CA",6/25/2014,7/21/2014,WITHDRAWN
PAYPAL INC,DATA SCIENTIST,124000,"BOSTON, MA",6/16/2014,6/30/2014,CERTIFIED
GOOGLE INC,DATA SCIENTIST,77250,"AUSTIN, TX",6/13/2014,6/30/2014,CERTIFIED
FACEBOOK INC,DATA SCIENTIST,117730,"MENLO PARK, CA",6/12/2014,6/24/2014,CERTIFIED
KAGGLE INC,DATA SCIENTIST,100000,"SAN FRANCISCO, CA",6/11/2014,6/23/2014,CERTIFIED
VIAFORENSICS LLC,DATA SCIENTIST,112000,"OAK PARK, IL",6/9/2014,6/23/2014,CERTIFIED
GROUPON INC,DATA SCIENTIST,110000,"CHICAGO, IL",6/6/2014,7/7/2014,CERTIFIED
FINANCIAL ENGINES,DATA SCIENTIST,110000,"SUNNYVALE, CA",6/5/2014,6/5/2014,CERTIFIED
ZYNGA INC,DATA SCIENTIST,82846,"SAN FRANCISCO, CA",6/3/2014,6/5/2014,CERTIFIED
KIXEYE INC,DATA SCIENTIST,105000,"SAN FRANCISCO, CA",5/28/2014,6/9/2014,CERTIFIED
MAPLEBEAR INC,DATA SCIENTIST,135000,"SAN FRANCISCO, CA",5/28/2014,6/9/2014,CERTIFIED
KIXEYE INC,DATA SCIENTIST,105000,"SAN FRANCISCO, CA",5/27/2014,6/9/2014,WITHDRAWN
KPMG LLP,DATA SCIENTIST,90300,"IRVINE, CA",5/16/2014,6/20/2014,CERTIFIED
VOID,DATA SCIENTIST,120000,"SAN FRANCISCO, CA",5/6/2014,5/1/2014,WITHDRAWN
